text,hygiene,,,,
"Overall I haven't found a single dimsum place in Boston that's comparable to the average dimsum you get in Hong Kong or even in San Francisco. Most of the places here serve pre-made dimsum in carts -- something you'll never see in Hong Kong today it's always freshly made-to-order there. So after learning that Winsor offers made-to-order dimsum I was doubly excited and decided to give Winsor a try. I was however incredibly disappointed. First the shrimps in both the ""ha gau"" shrimp dumplings and ""ha cheung"" shrimp rice rolls were completely overcooked. Since these were supposedly made-to-order I was expecting perfectly cooked shrimps -- crunchy firm and crisp. But these were the exact opposite. They were totally mushy. It almost seems as though they had been pre-cooked and were just re-steamed before serving. They did not taste fresh at all and were significantly worse than the shrimp dumplings at Hei La Moon and Chow Chow.Second the shrimps were not deveined at all. I had to use my finger to grab the veins out. After seeing all the gross black stuff stuck in my fingernails I was so grossed out I could barely eat the dumpling :  My boyfriend was so grossed out when he saw all the black stuff on my nails that he almost puked. I ate one piece and left all the rest in the basket. If you enjoy shrimp dumplings and shrimp rice rolls go to Chow Chow instead. Theirs is the best with large perfectly cooked crunchy shrimps and delicious thick black sauce for the ""ha cheung"".Third the pork spareribs were not tender. The key to making great spareribs is to make sure that they are cut into small bite-sized pieces and to make sure that they achieve the right ""done-ness"" needed to break down the muscle fibers and connective tissues of the pork. Not only were the spareribs cut in chunks that were too big I could barely fit them in my mouth it seems they were also not cooked at the right temperature or were not cooked long enough. On top of that the black bean sauce was also not that tasty. If you like spareribs the pork spareribs at Hei La Moon tops the charts for me here in Boston.Fourth the siu mai shrimp and pork dumplings was totally dry and did not taste freshly made at all. If you are a siu mai fan go to Hei La Moon. They have the best siu mai in Chinatown.Fifth the siu long bao soup dumplings were a total disappointment too. The skin was way too thick and there was not enough soup inside the dumpling. Finally the kook fah or chrysanthemum tea was completely tasteless. Any respectable dim sum place should have at least decent tea. You can tell just by looking at its super pale color -- even without sipping it -- that it would be bland. The tea here is similar to the really ugly and cheap chrysanthemum tea that you get at Super 88. Both Hei La Moon and Chow Chow serve infinitely better chrysanthemum tea.If you are craving for dim sum go to Hei La Moon instead. Or Chow Chow. Sure they are nowhere near as good as the average dimsum places in Hong Kong or California but unfortunately these two are already the best Boston has to offer.",yes,,,,
The only reason I'm giving one star is because I couldn't give zero stars. Well I guess the Starbucks phone app is worth a star. I have learned that Starbucks in General has become like McDonalds. The only difference is that I actually have better things to say about McDonalds a place I rarely visit. I used to go to Starbucks religiously and thought it was the best. But then I went to some other coffee places and my thoughts on Starbucks changed. I order lattes in Starbucks and they usually taste blah. I would rather go to Whole Foods coffee bar or to the Thinking Cup to get a latte. The difference in taste is like night and day. One of my biggest issues with Starbucks is that they have poor training when it comes to cleanliness standards. Today I ordered a latte from the cambridge st location and the guy at the register grabbed my cup by the mouth where I'm going to be drinking from. His fingernails had some seriously visible dirt under them. Grossed me out. Why is he touching the mouth of my cup? Why not hold it from the bottom? This is actually a common practice at Starbucks with both the cashiers and the ppl making the drinks. Starbucks says that in the training that all of the baristas get they are specifically told not to handle the cup by the mouth. But for as many escalations as I've gone through at Starbucks the problem hasn't gone away. It makes the company look as though they don't give a crap. SMH. I'm not a cleanliness freak or anything but you guys should know how much stuff can be transmitted by ppl's hands touching the mouth of your cup if you choose to drink the drink without drinking from the lid Starbucks thinks that everyone drinks from the lid. Haha who wants to drink a latte from a lid??? This particular Starbucks location sucks a$$. It is small dingy dark and cut up into two sections because of a staircase that blocks it from being totally open. Definitely my least favorite Starbucks. The best one around here is the one at Charles and Beacon. The only time I go to Starbucks is if there's no other choice around. Lately though I've been finding myself walking 10 mins to go to Thinking Cup for a MUCH better experience.,no,,,,
"I'm not sure what's going on here...Come to East Ocean City and you'll find fairly standard Chinese food masquerading as high-end cuisine at least that's what the prices would have you believe.My party of five was mostly drawn in for the Lazy Susan-style dining and it was to be the only highlight of the meal I don't know what it is about turning a tray to bring food from one side of the table over to the other that excites me so much but feel free to analyze me if you'd like. Dishes ranged from pretty good tender barbecued boneless spareribs savory fried squid to meh uninspired szechuan spicy chicken crab rangoons chicken lo mein and rubbery steak with black pepper sauce to downright inedible seafood lai foon drenched in some heinous gelatinous substance inspiring the name ""bukkake noodles"" at my table.I suppose service was pretty good for Chinatown standards but I couldn't help but cringe when I saw the long dirty fingernails of the waiter who refilled my water and picked up my glass by the top. :O=",no,,,,
"As much as it pains me to give this place 2 stars because the food does taste delicious if I could give 1.5 I would I have to!  I simply have to.You would too if you saw someone come out of the kitchen plop in a seat across from your table and start clipping his fingernails and you suddenly start questioning every crunchy object in your dish for the rest of the meal.On another occasion since I was willing to give them another chance after the fingernail incident I was not just slightly but terribly aggravated to not only find a strange plastic like thing in my wonton soup in the first place but also to be told no it was not plastic but in fact part of the squid that they clean off and discard.  Well I don't care what it is WHY THE HELL IS IT IN MY SOUP?  I wanted to scream at everyone assuring me it wasn't plastic.  Ok it's not plastic.  Ok fine it's just the piece of the squid that you normally clean off and THROW AWAY in my soup which shouldn't be there in the first place but because you're telling me it's not plastic... suddenly having this rather large inedible piece of crap in my wonton soup is ok.  I was sooo frustrated and so sick of everyone spewing nonsense at me that if I didn't have a shred of decency a ""fuck you"" might have escaped my lips.  It didn't but after that I don't think I'll ever go back.",no,,,,
I went with high expectations. Odered NY sirloin medium came almost rare and cold. Also my friend's mushroom scrambled eggs came cold!!!!!The service amazingly slow and terrible I didn't get a steak knife asked for it and got it after 2 minutes while I was starring at my steak. The waiter's dirty fingernails did not make my appetite bigger just the opposite...Will never go back. He seemed more a contractor to me then a professional waiter. The only cool thing about them is their name. Never again.,no,,,,
"YUM!I came here for lunch with one of my friends.  We both work in Back Bay and were sick of eating at the Pru on the days we would meet up since is equidistant from each of our offices.  I was a little skeptical of the Thai/Viet dual menu but it was an unfounded fear.The menu is huge enough but they also have a lunch menu which was chock full of good choices.  I had gone in with the idea that I wanted pho but I saw a chow fun curry on the lunch menu.Let that one sink in...chow...fun...curry.Two of my most favorite things mixed together!  If I could eat chow fun noodles every day I would be...well fat for one thing but also happy.  I would gladly swim in a pool of chow fun noodles I love them so much.  Top that off with a spicy curry that made my nose run a little with tofu and veggies and I'm a happy camper.The service was also fast which was important for our lunch time constraints even though every table was taken.  Prices are very reasonable.My favorite thing was that as I was rushing down Comm Ave. back to my office I didn't feel like I had just eaten what my boss's husband calls a ""gut grenade"" - a heavy lump of nastiness that sits in your stomach like well a grenade.  Fresh and delicious and I will be back!",yes,,,,
You can find me here several times a month... I'm addicted to Pho Basil! Amazing food at a great price point especially the lunch special. Favorites: their pad thai and the crispy version are fantastic takes on a classic dish, the jungle curry will make your nose run due to spiciness but it's worth the tissues, beef thit lui is a delicious teriyaki appetizer, wild boar basil is spicy tastiness, and the tamarind duck is wonderfully crispy with an amazing sauce.Why yes I do come here a lot! The wait staff is always very kind although the restaurant gets pretty slammed during peak lunch and dinner hours and will take any special requests for your meal. The thai iced tea is quite good and the ambiance of the restaurant is very nice considering how cheap the food is. Great seasonal specials too! One of my regular haunts in the Boston area.,yes
Aside from the numerous establishments in Chinatown Pho Basil seems to offer one of the best combinations of tasty assorted asian dishes and low prices in Boston. It is the only asian restaurant in the Back Bay that I've gone to more than once. In fact I've probably eaten in or ordered take-out at least once a month since I discovered the place about a year ago.The menu offers a wide range of Thai and Vietnamese dishes with some items seemingly more Americanized than others. As far as I can tell the Vietnamese dishes are pretty authentic but regardless every dish I've ever had from here has been delicious. The dishes are always well spiced the veggies are cooked but not obliterated to mush the fried flat rice noodles are smokey and chewy in the best way and nothing has ever been particularly oily or goopy see bad pork lo mein or sesame chicken respectively although you can't actually order either here. I particularly like that when they say a dish is spicy or when you ask to make it extra spicy they really follow through which I guess is a warning to some diners and a bit of encouragement to others.Some personal favorites my GF and I get all the time:Kua Gai Noodle - Stir-fried flat rice noodle with chicken bean sprouts scallions egg ground peanuts lettuce crispy fried diced onions and cilantro. The lettuce sounds weird but honestly is amazing. It lightens the whole dish up and adds some great texture. This a good choice if spicy is not your thing. If spicy is your thing be sure to at least steal a bite from your scoville-shy date who orders this while you go for one of the dishes below.Drunken Noodle - Stir-fried flat rice noodles with mixed vegetables and egg in spicy basil sauce with your choice of meat/tofu. I get it with the tofu and it works great since the tofu really soaks up the delicious and rather spicy basil sauce.Wild Board Basil - Pork sauteed with pepper mushroom eggplant string bean green peppercorn pepper and basil leaves in white wine chili sauce. This is a dish that I've only ever seen at Pho Basil and is a must try if you like spice and pork. It's incredible. Ask them to make it extra spicy and you will be in nose-running eye-watering juicy pork heaven.Anything with basil sauce... really anything. Crispy chicken basil spicy tofu eggplant in basil sauce spicy basil w/meat or tofu etc. You get the idea.Anything with lemongrass grilled chicken especially the Bun Thit Nuong. The vietnamese dishes that offer a pile of veggies rice or noodles vinegary fish sauce and lemongrass chicken are very light and refreshing and the chicken is grilled perfectly. Dump that questionably odiferous but oh-so-delicious fish sauce over your entire plate and enjoy.Back to prices. For $8-10 bucks you can easily walk away with tonight's dinner and tomorrow's lunch in tow as the portion sizes are generous. If you sit in to eat you seem to get a bit more food but if you take it to go you can get away with a smaller tip and more efficient dinner run. You decide what you value more.Lastly the Thai iced tea is divine. Not for diabetics or lactase deficient individuals but I swear that thing is the tastiest caffeine and calorie delivery method known to man.,yes,,,,
"You ever walk pass a restaurant and just want to press your nose against the window to get a better look while you start daydreaming of an evening where you can enjoy yourself in such a lush environment?  So that was yours truly the first time I walk by this fantasy restaurant on my way to the movies.  *Sigh* If only I can be inside enjoying myself like those nicely dress people who seem to be ohhhing and ahhhing over their dishes.This past weekend I got my wish.  We arrived late for our reservation but the host and hostess were so courteous by not wanting to accept our apology as they graciously take our coats.  The interior was everything I had anticipated lavish open space with soft lightning so I can look my best and the volume was perfect so we can converse although the table next to us was a tad too close for comfort but we made do.Our server was attentive but she also didn't hover and was charismatic while educating us about the menu.  She served us a lobster coca consommé complimentary from the young 27-year-old chef I told you she educated us it was lovely and baffling.  It smells yummy and my mouth salivate at the smell of chocolate while my taste bud was overwhelmed by the lobster's strength not to mentioned utterly delighted.I enjoyed the Pollo E Pesce; again perplexed and charmed.  Raw yellowfin sashimi style pieces with chicken mayo and caper.  The BEST thing on the menu if you asked me.  The 2nd course of spaghetti alla carbonara was surprising light. Entrée was a sirloin steak served on top of braised beef cheek with a side of polenta.  I was never a fan of polenta/grits but these were the lightest polenta I have ever taste absolutely melts in your mouth that ""I can't believe it's not butter""!  Atlas our meal had to end for we were running behind but we did wash it all down with a very reasonably priced bottle of Presecco.  This place was a dream come true!",no,,,,
INSECTS IN FOOD..INSECTS IN FOOD.. INSECTS IN FOOD..INSECTS IN FOODWORM in my stringbeans and FLY in my water.  I almost put the worm in my mouth. Luckily I took a second look. They actually expected me to pay full price. I'm going to call the board of health.I didn't even taste the food because I almost vomited. In the restaurant business nothing is more important than sanitation.DO NOT GO HERE UNLESS YOU WANT A SIDE OF WORMS.WORM ALERT WORM ALERT WORM ALERT WORM ALERT WORM ALERT WORM ALERT!!!!!!!,no,,,,
My friend went to a wedding reception here. It would have been a normal wedding party until she took the leftover dish from the party home and put it in her microwave. Not one or two but 4 little white worms came out of the stir fried vegetables. She took it back to the restaurant but the manager and the staff were so rude. They blamed it on the seafood and even dared her to call Health Department. She recorded the video of the worms crawling out of the veggies and posted it on Facebook. So just take a look. I also take a screenshot of the worms in the food and post it on here.http://www.yelp.com/biz_photos/hei-la-moon-boston?select=xYMWvgL81o7kHAf3l1T19Q#xYMWvgL81o7kHAf3l1T19QYUCKY! AVOID AT ALL COSTS!This is the link of the video of the worms on Facebook:https://www.facebook.com/michelle.nguyen.92560/videos/827357523943896/,no,,,,
I come here often because it's one of the only places that are open at ungodly hours of the morning or should I say late night... 5:30AM? My erratic sleep cycles mean that I peak productivity before the crack of dawn. Yeah okay... let's not open that can of worms.Anyway the morning workers are actually quite pleasant. The counterwoman is always bright cheery and courteous. The food on the other hand is another story. If you're coming for a simple bagel and cream cheese you'll be fine. Not the greatest bagels nor schmears but not 'bad' per se. If you're coming for a breakfast sandwich sandwich or salad leave your expectations at the door. I've ordered the ham egg white and cheese on a whole wheat bagel on two different occasions. First time the lady didn't give me an egg white even though I reemphasized white three times. On both occasions the ham and egg were served COLD with the cheese not even melted. I think their oven isn't heating enough. Seriously it's disgusting eating ice cold ham and egg inside a breakfast sandwich. Not to mention all the potential food safety concerns associated with less than minimum heating temperatures. To make it all worse the disgusting egg patties tasted of cleaning products... detergents of some sort. Ugh. I almost wanted to puke at that point,no,,,,
Tourist Trap. My sons fish had a worm in it. My wife's scallops were cold my butterfly shrimp were just meh. Waitress comp'd my sons dish but still disappointing all around.Stick to the North End Italian places. They're better...,no,,,,
Cornbread is like cake and a muffin. Amazing. The basque style steamed mussels are out of this world. Ordered the baked haddock Renee ordered the lobster scampi. Tremendous. Loved it. Would definitely recommend this to anyone.,yes,,,,
I give this place a 4 because your delivery sucks and the people who answer your phone are deaf. Other than that when you actually get an order right your sushi is on target. Note to those of you who do not understand good sushi: The most important thing for good sushi is good RICE. This rice has a nice sweet and sour taste- mild of course and not at all soggy dry or sticky. This takes very accurate mixing of the vinegar into the rice after it is properly made in the giant rice cookers that every sushi place uses. It is not as easy as it seems. Some would say the FISH has to be great and most important for good sushi to thrive. No genius the fish is ALWAYS supposed to be top shelf when you are operating a sushi joint otherwise you are not only violating every health code on the continent you are also adding tape worms to people's stomachs. Although the amount of mercury in these fish how can anyone really complain. Just worry if you start to glow in the dark. Or your skin falls off.,no,,,,
Are you people kidding? I took a vegetarian friend from out of town to Grasshoppers last year. The place was inundated with cochroaches on the tables walls seats - and likely the food. The food was fine until we realized their were cochroaches everywhere. Then we left. Maybe it's under new management but I'd be really hard pressed to ever go back there. I'm not sure you're still a vegetarian if you eat bugs.,no,,,,
GREAT GREAT GREAT hot dogs!! they have any type of hot dogs that you would want and if they don't have it you can make it.. they have veggies fat free and combos.. they are the kings of hot dogs.. and if you get obsessed with them you can compete to see if you can eat more than 14 hot dogs..  go and enjoy..,yes,,,,
Food was good. Reasonable pricing. Everything went well until a cockroach appeared at our table.,no,,,,
WARNING:: COCKROACH ALERT I REPEAT COCKROACH ALERT!!!! I am NOT kidding!! Unfortunately we came across what later became dubbed as the break dancing cockroach at the end of our dinner. We were all waiting for our dessert to share fried banana in my opinion is just chicken fingers without the chicken-GROSS The waiter placed a stack of plates on the middle of the table and left I was passing each plate out and suddenly after the 4th plate or so this GIGANTIC cockroach was laying on it's back I didn't notice it until my friend screamed and started pointing! I looked down and the cockroach started flipping on the plate from holding onto its last seconds of life hence the break dancing cockroach. I jumped so far back! The waiter was right next to us taking another table's order and we interrupted uhh excuse me he saw the cockroach and quickly grabbed two plates using one to cover the plate with the cockroach on there to hide it and continued to take the other table's order!! And all this was just to add to the minuscule and bland entrees we ordered.,no,,,,
"I went today and ordered a won ton noodle soup.  All was fine until I came across the LARGE COCKROACH at the bottom of my bowl. I wish I were kidding about this. I pointed it out to my waiter who declared ""gross."" and took the bowl away. The hostess came over and said ""so sorry about that."" but did nothing else.  When they brought the check they didn't charge me for my cockroach soup but did charge my friend for his soup!  I will not be returning.  I wonder how many other people had cockroach soup today.",no,,,,
Unfortunately the first time I ate here I found one perfect reason to never come back. My coworker got to the bottom of their Chicken Pho soup and literally scooped out a cockroach. They gave him his food for free but the damage is already done.,no,,,,
I think the seafood at Giacomo's is very fresh and good and the prices are surprisingly reasonable for a North End establishment hence the 4 stars.However this place is overhyped. The giacomos sauce is good but kind of watery and runny. It is certainly not the best pasta dish I've ever had. I liked my meal because the seafood ingredients are good but there is nothing special about the execution of said ingredients.I stood in line once to get the experience but will not do that again. FYI the wait is about an hour on a Sunday afternoon at 4:20pm.,yes,,,,
We went to Modern after a really terrible dinner experience elsewhere in the North End. It was a holiday Monday so the lines were moderately long nothing like Mike's tho but it was definitely worth it in the end.The place is small and friendly, they are cash only which really isn't a problem considering the prices.We came here for the cannoli because we heard they fill them on the spot -- the ricotta filled ones were great, the pastry was perfect the cream was a bit runny but quite ok. We also ended up getting a fruit tart with the kiwis a paragina and half a dozen macaroons. We ate the cannoli at the fountains toward Haymarket and really enjoyed them. The rest of the pastries were consumed much later at home but they still tasted amazing. The TART was the best I ever had and I really am not too fond of gelatin. My boyfriend's paragina was also amazing and boozy or so he says. The macaroons were delicious and we got some with the crunchy flaky pine nuts. Finally a good pastry shop in Boston. Also our whole order 2 cannoli 1 tart 1 paragina 6 macaroons was $15. We almost fell over we expected $25 at least. Thank you Modern!,yes,,
The first time I tried to go to Mike's with some friends we didn't get in because the line was just too long and curving around the block. Yesterday however while waiting in line to get into a restaurant at the North End what's with North End restaurants and long lines we saw Mike's Pastry right across the street. Since it was 20 degrees and the boyfriend had agreed to hold our place in line for the restaurant my friend and I went across the street to Mike's. Lo and behold a huge selection of cannolis whoopie pies cakes all kinds of pastries... were on display behind glass. The line was not too bad moved fairly quickly. Tip is to just move to the line that looks the shortest. Initially I thought that seemed rude but after a while I think that's just the way to go! In any case we got the florentine and chocolate ricotta cannoli lobstertail and rum cake. I had the florentine and lobstertail in the shop with my friend and wow! Mike's pastries definitely live up to the hype! Amazingly crusty shell and fresh delicious cream in both the cannolo and lobstertail. The cream tastes fresh and was a good texture thick and not too runny just the right amount of sweetness. This morning I woke up and tried the lobstertail still as good as yesterday. The chocolate ricotta cannolo wasn't as good as the florentine I had yesterday. Maybe it was because the shell had become soft overnight? In any case would recommend eating your cannolis fresh next time! Rum cake is still sitting in its box since the boy is still sleeping. Hmm or maybe I should eat it and tell him it fell off the car yesterday?,yes,,,,
This place gets five stars because the lobster pasta I had a few weeks ago was probably the most delicious pasta I've ever tasted. I'm salivating at the thought of it!Two in my party had the white fish I believe halibut which was tasty but the flavors weren't nearly as rich as the pasta. If I return I will be sure to try the osso bucco--it looked amazing! It was getting rave reviews from our table neighbors. The service was great and the setting was what you'd expect of fine dining.I will happily return to Mamma Maria.,yes,,,,
